# Program:featureCounts v2.1.1; Command:"featureCounts" "-p" "-s" "1" "-t" "gene" "-g" "ID" "--primary" "-T" "16" "-a" "../sacCer3/sacCer3_RENAMED.gff" "-o" "wrs3_s1_counts.txt" "BRR1_WRS1_dupl.bam" "BRR1_WRS2_dupl.bam" "BRR2_WRS1_dupl.bam" "BRR2_WRS2_dupl.bam" "BRR3_WRS1_dupl.bam" "BRR3_WRS2_dupl.bam" 
Geneid	Chr	Start	End	Strand	Length	BRR1_WRS1_dupl.bam	BRR1_WRS2_dupl.bam	BRR2_WRS1_dupl.bam	BRR2_WRS2_dupl.bam	BRR3_WRS1_dupl.bam	BRR3_WRS2_dupl.bam
YJL019W	10	402897	404945	+	2049	2890	5270	3456	3927	4698	2810
YJL016W	10	405588	407273	+	1686	3233	8700	2643	7884	4704	6154
YJL015C	10	407142	407426	-	285	20	4	17	18	8	9
YJL014W	10	407558	409162	+	1605	22667	17343	19088	11744	21905	9435
YJL013C	10	409493	411040	-	1548	2512	5205	2437	3276	4457	2877
YJL012C	10	411234	413399	-	2166	2906	5613	4487	3721	9865	3019
YJL011C	10	414285	414770	-	486	3285	1154	3540	1670	3501	1581
YJL010C	10	417562	419562	-	2001	8562	3369	9514	3604	9369	3062
YJL009W	10	419855	420181	+	327	28	10	18	16	29	18
YJL008C	10	419957	421663	-	1707	9013	15489	14716	11295	16228	9117
YJL007C	10	422698	423012	-	315	4	7	7	12	6	1
YJL006C	10	423138	424109	-	972	3155	2069	2338	1863	2181	1517
YJL005W	10	425157	431237	+	6081	5870	27967	7984	19603	22220	13597
YJL004C	10	431589	432200	-	612	2769	2699	1921	2189	2583	1996
YJL003W	10	432644	433000	+	357	602	946	419	758	895	832
YJL002C	10	433221	434651	-	1431	9260	10272	7896	7173	8116	5199
YJL001W	10	435163	435926	+	764	10955	18998	9357	14579	13793	13018
YJR001W	10	436802	438610	+	1809	6810	8052	4103	4778	4550	3620
YJR002W	10	438865	440646	+	1782	30770	9674	23481	9843	23270	7852
YJR003C	10	440994	442553	-	1560	2999	1803	3169	2220	3243	1958
YJR004C	10	442909	444861	-	1953	205	1770	768	1296	1502	1014
YJR005W	10	445923	448025	+	2103	8604	9570	5868	6466	8593	5366
YJR005C-A	10	448477	448758	-	282	5	114	39	52	77	118
YJR006W	10	449202	450665	+	1464	3296	5430	3334	4534	6901	3568
YJR007W	10	451020	451934	+	915	2013	3536	4168	3286	5656	3087
YJR008W	10	452430	453446	+	1017	11525	41386	6163	19362	13526	18977
YJR009C	10	453683	454681	-	999	8398	15640	12415	17218	49004	11892
YJR010W	10	456239	457774	+	1536	18406	6059	27805	6798	27463	2194
YJR010C-A	10	458077	458361	-	285	846	970	751	919	979	1033
YJR011C	10	458641	459426	-	786	2326	1823	1614	1360	1828	1329
YJR012C	10	459795	460193	-	399	1183	1632	1101	1334	1718	1358
YJR013W	10	460382	461593	+	1212	3251	4243	3037	2906	3498	2235
YJR014W	10	461829	462425	+	597	8678	8617	8962	7390	12965	6051
YJR015W	10	462721	464253	+	1533	2672	3635	3085	2572	3969	1806
YJR016C	10	464451	466208	-	1758	36712	18737	28510	17626	39309	14337
YJR017C	10	466521	467033	-	513	861	8407	3821	6624	5037	6839
YJR018W	10	466786	467148	+	363	37	39	83	88	72	93
YJR019C	10	467232	468281	-	1050	1200	15985	4694	9081	10001	6822
YJR020W	10	468001	468333	+	333	27	34	26	30	27	39
YJR021C	10	468555	469579	-	1025	804	5995	1367	4232	2368	3628
YJR022W	10	469784	470113	+	330	1696	2112	974	1874	1636	1532
YJR023C	10	469804	470205	-	402	40	39	22	21	25	24
YJR024C	10	470230	470964	-	735	5783	3840	4092	3359	6290	2874
YJR025C	10	471138	471671	-	534	13658	18040	11439	17818	18419	14157
YJR030C	10	483959	486196	-	2238	2693	2161	1535	2350	5311	1452
YJR031C	10	486586	490812	-	4227	3937	5638	3901	3821	8536	3349
YJR032W	10	491081	492262	+	1182	4995	2850	4278	2632	5159	2405
YJR033C	10	492378	496451	-	4074	2109	7456	2832	5356	8595	4408
YJR034W	10	496683	497009	+	327	1690	3435	1182	3192	2055	2606
YJR035W	10	497355	500612	+	3258	5346	7207	4651	5791	9104	4870
YJR036C	10	500713	503391	-	2679	978	3218	682	2420	2577	2228
YJR037W	10	503102	503485	+	384	0	4	1	2	5	2
YJR038C	10	503710	504072	-	363	29	52	26	28	42	39
YJR039W	10	503936	507301	+	3366	1786	4460	1154	2974	5357	2723
YJR040W	10	507746	510085	+	2340	4084	4495	4151	3533	5186	3013
YJR041C	10	510239	513763	-	3525	6306	2554	8073	2930	8438	2924
YJR042W	10	514055	516289	+	2235	16754	9995	11058	7078	12951	6256
YJR043C	10	516461	517513	-	1053	1165	1990	2013	2077	3927	1497
YJR044C	10	518763	519185	-	423	5047	13128	5309	10016	7447	7773
YJR045C	10	519638	521602	-	1965	5962	51191	14708	50149	29007	35424
YJR046W	10	522048	523862	+	1815	4367	3214	5471	4325	6624	3871
YJR047C	10	524908	525381	-	474	40	15	46	23	76	23
YJR048W	10	526335	526664	+	330	22355	24131	16614	17874	18419	15633
YJR049C	10	526884	528476	-	1593	8721	10318	5970	7077	9510	5904
YJR050W	10	528697	529404	+	708	7200	6336	4368	4248	5070	3415
YJR051W	10	529861	531366	+	1506	6665	7439	4792	4769	6280	3479
YJR052W	10	532062	533759	+	1698	5474	6139	5367	6238	7026	5509
YJR053W	10	534027	535751	+	1725	2025	2496	1830	2515	3421	2241
YJR054W	10	536056	537549	+	1494	2274	1829	3083	2522	3494	1834
YJR055W	10	538772	539266	+	495	2305	870	2332	1039	1938	815
YJR056C	10	541792	542502	-	711	3254	3956	3269	3705	4510	3302
YJR057W	10	544062	544712	+	651	4567	3481	3034	3424	5053	2820
YJR058C	10	544732	545175	-	444	3669	4094	2252	3339	3742	3151
YJR059W	10	545787	548243	+	2457	2734	9628	1837	5546	7829	4404
YJR060W	10	548759	549814	+	1056	12120	11644	9375	9693	11153	8000
YJR061W	10	550511	553318	+	2808	3495	6114	3696	4348	5940	3863
YJR062C	10	553476	554849	-	1374	3085	5272	2286	3621	4036	3195
YJR063W	10	555195	555572	+	378	1661	929	4270	1685	3494	1517
YJR064W	10	555914	557602	+	1689	20354	10869	15089	9713	16915	8346
YJR065C	10	557809	559158	-	1350	1960	8931	3366	6609	8326	5499
YJR066W	10	559416	566828	+	7413	16627	27239	18393	20866	30370	15665
YJR067C	10	567019	567444	-	426	3143	2455	2014	1897	3231	1746
YJR068W	10	567643	568704	+	1062	6786	5138	4565	3949	5912	3389
YJR069C	10	568806	569399	-	594	5085	3001	5058	3258	5329	2929
YJR070C	10	569621	570598	-	978	17162	5243	18889	6085	15754	6484
YJR071W	10	570405	570773	+	369	6	10	9	11	11	2
YJR072C	10	570967	572124	-	1158	15047	8499	12589	6140	13149	4848
YJR073C	10	572315	572935	-	621	22472	29318	20885	24451	26763	24033
YJR074W	10	573095	573751	+	657	13561	11064	10003	7189	10793	7698
YJR075W	10	573981	575171	+	1191	6422	5631	5793	3959	5088	3019
YJR076C	10	575354	576601	-	1248	5521	14899	7161	8964	10259	7868
YJR077C	10	577255	578190	-	936	3956	16048	8813	15834	16675	11582
YJR078W	10	578860	580221	+	1362	4143	3998	4339	3761	4965	2129
YJR079W	10	580205	581239	+	1035	220	369	235	392	285	246
YJR080C	10	580432	581616	-	1185	7030	11435	6017	8062	8514	5671
YJR082C	10	581914	582255	-	342	6102	5382	5341	4497	7715	3776
YJR083C	10	582608	583537	-	930	1553	3916	2385	2742	3024	2306
YJR084W	10	583733	585004	+	1272	3549	4043	3638	3305	4268	2655
YJR085C	10	585120	585437	-	318	10599	28094	11039	23783	18243	20885
YJR086W	10	586068	586400	+	333	115	140	43	167	83	107
YJR087W	10	586400	586750	+	351	20	26	4	3	8	18
YJR088C	10	586495	587373	-	879	4917	4356	3371	3497	4798	3118
YJR089W	10	587718	590582	+	2865	7513	7295	7347	5835	10214	4997
YJR090C	10	590872	594327	-	3456	5983	10055	6954	7174	10418	5698
YJR091C	10	595061	598336	-	3276	2667	7492	2756	3989	8930	2891
YJR092W	10	598735	603078	+	4344	3030	10491	5947	6285	10725	6936
YJR093C	10	603220	604203	-	984	1612	4325	1905	3233	3583	2932
YJR094C	10	604569	605651	-	1083	115	1935	236	1053	1715	1185
YJR094W-A	10	608305	608858	+	554	49911	32893	42678	40152	55702	36948
YJR095W	10	609773	610741	+	969	10743	12274	8614	6771	16508	9472
YJR096W	10	611195	612043	+	849	3546	18640	3653	16994	6664	11152
YJR097W	10	612413	612931	+	519	2672	409	4254	1171	3357	1129
YJR098C	10	613186	615156	-	1971	1803	1965	1352	1427	1794	1048
YJR099W	10	615576	616286	+	711	2305	4328	2088	2872	3844	2911
YJR100C	10	616351	617334	-	984	4957	6129	3078	4817	4793	3674
YJR101W	10	618234	619034	+	801	4006	3513	2456	2896	3124	2163
YJR102C	10	619157	619765	-	609	2375	3199	1800	2322	2362	1918
YJR103W	10	620754	622490	+	1737	8558	15874	6767	9039	9477	7514
YJR104C	10	622550	623014	-	465	45624	164233	65754	145471	113266	140561
YJR105W	10	623581	624603	+	1023	39198	21217	26695	19096	31433	16733
YJR106W	10	624838	627015	+	2178	1011	3100	1789	2570	2194	2004
YJR107W	10	627340	628326	+	987	819	1914	1021	1315	1628	940
YJR107C-A	10	628457	628693	-	237	3971	5343	2793	4433	4183	3859
YJR108W	10	628712	629083	+	372	372	855	371	588	408	534
YJR109C	10	629585	632941	-	3357	55079	23748	41426	16195	39047	13319
YJR110W	10	633615	635681	+	2067	5366	5076	3544	4165	5317	3690
YJR111C	10	635855	636706	-	852	1513	2931	5676	3625	4016	2687
YJR112W	10	637030	637635	+	606	3911	5066	4626	4854	6294	4478
YJR112W-A	10	637790	638168	+	379	1262	2022	1321	2021	2383	1714
YJR113C	10	638232	638975	-	744	7431	10949	5871	7616	7580	6823
YJR114W	10	638659	639051	+	393	23	23	17	41	41	32
YJR115W	10	639942	640451	+	510	1973	1004	429	1067	420	1200
YJR116W	10	640825	641664	+	840	215	1112	393	950	722	688
YJR117W	10	642007	643368	+	1362	735	7679	3252	5689	3967	3897
YJR118C	10	643490	644101	-	612	3671	4142	2795	3073	3844	2167
YJR119C	10	644304	646490	-	2187	3797	3151	5832	3555	7506	3649
YJR120W	10	647126	647476	+	351	2740	17221	5648	14546	9775	11445
YJR121W	10	647607	649142	+	1536	12658	49117	19532	34387	60624	28518
YJR122W	10	649776	651269	+	1494	3235	7403	3667	4757	5704	4187
YJR123W	10	651901	652578	+	678	67329	79232	85036	74154	106368	75933
YJR124C	10	652892	654238	-	1347	2124	888	2657	1381	2527	1151
YJR125C	10	654737	655963	-	1227	3380	9399	3381	6402	8646	5229
YJR126C	10	656254	658689	-	2436	5300	10390	5031	6694	7256	5837
YJR127C	10	658917	663059	-	4143	875	2413	1308	1736	4249	1736
YJR128W	10	662921	663280	+	360	57	106	49	71	107	136
YJR129C	10	664000	665019	-	1020	3878	2099	2999	1982	4868	1636
YJR130C	10	665218	667137	-	1920	7682	7160	5815	5028	8059	4456
YJR131W	10	667644	669293	+	1650	3267	3927	2785	2654	3816	2306
YJR132W	10	669522	672668	+	3147	11656	6648	9109	4640	10734	4115
YJR133W	10	672991	673620	+	630	7662	6710	6151	4974	6945	4419
YJR134C	10	673729	675852	-	2124	8888	10431	7522	7152	11400	5515
YJR135C	10	676059	676778	-	720	1382	1334	1087	1076	1434	1057
YJR135W-A	10	676971	677234	+	264	2842	3441	1954	3155	2427	2804
YJR136C	10	677441	678706	-	1266	2082	2048	1759	1736	2196	1569
YJR137C	10	678957	683285	-	4329	79228	23911	76619	23588	89925	11140
YJR138W	10	684567	689321	+	4755	8578	11824	9368	8668	14927	7383
YJR139C	10	689445	690524	-	1080	35290	27511	25736	22176	33563	17945
YJR140C	10	690750	695696	-	4947	8520	9308	8406	7438	12945	5601
YJR140W-A	10	690961	691110	+	150	41	17	88	25	71	16
YJR141W	10	695906	696949	+	1044	2329	1604	1757	1558	2390	1547
YJR142W	10	697141	698169	+	1029	3331	5669	2958	4568	4478	3534
YJR143C	10	698326	700614	-	2289	6827	6704	5659	3955	6393	2994
YJR144W	10	700882	701691	+	810	12303	11422	9762	10265	13666	8816
YJR145C	10	702027	703068	-	1042	66286	51562	69024	53293	91507	51933
YJR146W	10	703885	704238	+	354	23	76	61	78	162	102
YJR147W	10	704196	705272	+	1077	162	220	295	232	631	238
YJR148W	10	705744	706874	+	1131	12242	25248	14166	20579	27332	18165
YJR149W	10	707160	708374	+	1215	928	2651	1306	2196	2467	1752
YJR150C	10	708811	709707	-	897	2	14	5	8	4	2
YJR151C	10	712255	715740	-	3486	260	2418	510	1413	2009	903
YJR151W-A	10	717580	717630	+	51	5	9	3	4	2	0
YJR152W	10	719666	721297	+	1632	1069	1873	987	1617	2252	1267
YJR153W	10	722815	723900	+	1086	15	26	12	4	24	9
YJR154W	10	725784	726824	+	1041	20848	8551	14738	9084	17560	6661
YJR155W	10	727405	728271	+	867	18994	9476	12457	7753	16601	5920
YJR156C	10	728574	729596	-	1023	318	1358	835	1301	1210	1273
YJR157W	10	730515	730877	+	363	25	85	48	48	66	78
YJR158W	10	732440	734143	+	1704	0	0	0	0	0	0
YJR159W	10	736044	737117	+	1074	8	26	16	12	12	12
YJR160C	10	738008	739816	-	1809	18	38	21	29	40	24
YJR161C	10	742848	743999	-	1152	335	371	230	302	331	249
YJR162C	10	744911	745261	-	351	0	13	6	0	4	2
YKL225W	11	451	798	+	348	0	8	6	0	7	1
YKL224C	11	1810	2181	-	372	0	10	0	0	2	0
YKL223W	11	2389	2721	+	333	0	2	0	0	5	0
YKL222C	11	3503	5620	-	2118	1194	2281	1904	2213	3245	1826
YKL221W	11	6107	7528	+	1422	227	289	174	284	263	240
YKL220C	11	9091	11226	-	2136	307	649	429	613	588	504
YKL219W	11	14485	15708	+	1224	1128	1333	958	1161	1333	984
YKL218C	11	17359	18339	-	981	1130	3771	964	2429	2646	2890
YKL217W	11	22234	24084	+	1851	113710	405293	79897	164972	192687	200032
YKL216W	11	25215	26159	+	945	14476	2584	10482	3036	10350	2830
YKL215C	11	26827	30687	-	3861	7733	13379	8268	9591	13532	6923
YKL214C	11	31082	31693	-	612	829	5035	2172	3323	2860	3220
YKL213C	11	31960	34107	-	2148	4373	7408	4468	5736	8595	4736
YKL212W	11	34543	36414	+	1872	17109	11397	12732	9089	15497	6782
YKL211C	11	36699	38153	-	1455	7358	4270	6274	3694	7612	3634
YKL210W	11	39163	42237	+	3075	28354	45798	30534	27987	40803	22689
YKL209C	11	42423	46295	-	3873	3067	4009	2604	2712	4682	2689
YKL208W	11	47157	47972	+	816	2220	1983	1444	1677	2332	1147
YKL207W	11	48194	48955	+	762	6243	6805	5567	5599	7532	4874
YKL206C	11	49006	49809	-	804	2560	2921	1772	2419	2738	2308
YKL205W	11	50051	53353	+	3303	4178	4551	7051	4365	8313	3610
YKL204W	11	53704	55602	+	1899	510	1356	677	799	3262	700
YKL203C	11	55935	63359	-	7425	7907	14991	10159	9812	23421	8680
YKL202W	11	63821	64402	+	582	30	26	32	17	26	6
YKL201C	11	63930	67466	-	3537	8241	8063	12570	5200	26340	3089
YKL198C	11	68232	70220	-	1989	289	1058	404	605	2033	724
YKL197C	11	70734	73865	-	3132	2421	6780	3727	4103	11437	3646
YKL196C	11	74932	75534	-	603	10802	12947	9196	10885	13287	9278
YKL195W	11	75821	77032	+	1212	15002	34682	10221	22804	15709	14883
YKL194C	11	77258	78646	-	1389	544	1211	616	1270	1337	915
YKL193C	11	78866	79882	-	1017	2836	15764	3691	10128	5993	7689
YKL192C	11	80160	80537	-	378	1055	11420	4133	10156	4631	8422
YKL191W	11	81035	82639	+	1605	4837	2975	6798	2801	10302	2631
YKL190W	11	82947	83550	+	604	2876	8308	7712	9220	10118	8064
YKL189W	11	84704	85903	+	1200	1709	4789	1463	3195	2384	2592
YKL188C	11	86225	88786	-	2562	915	11501	1623	6213	6774	5207
YKL187C	11	89284	91536	-	2253	289	23679	1661	9900	6653	7288
YKL186C	11	92744	93465	-	722	10967	9921	8210	8655	10000	6406
YKL185W	11	94499	96265	+	1767	1139	3539	2637	2897	9100	2124
YKL184W	11	96757	98157	+	1401	1518	2459	2242	2382	5334	2061
YKL183C-A	11	98395	98607	-	213	7	9	9	4	6	4
YKL183W	11	98721	99641	+	921	3047	2267	3118	2386	3142	1902
YKL182W	11	100671	106826	+	6156	192435	446548	215328	225094	326835	184992
YKL181W	11	107316	108599	+	1284	21411	9771	15867	8430	20508	7421
YKL180W	11	109269	110129	+	861	43980	41046	56353	43586	68971	45221
YKL179C	11	110464	112503	-	2040	11258	11639	8671	7878	11730	6946
YKL178C	11	113215	114627	-	1413	640	867	809	829	893	608
YKL177W	11	114356	114694	+	339	68	70	92	73	94	51
YKL176C	11	115500	117986	-	2487	17000	12029	11160	8232	15924	7279
YKL175W	11	118793	120304	+	1512	5834	7057	6088	4517	6384	3508
YKL174C	11	120380	122236	-	1857	3878	2823	3896	2540	3906	2033
YKL173W	11	122517	125543	+	3027	8939	10431	9740	7057	14660	5832
YKL172W	11	125759	127042	+	1284	29142	11518	35584	12171	32076	9522
YKL171W	11	127475	130261	+	2787	5961	16130	4756	7860	9655	7028
YKL170W	11	130634	131050	+	417	4168	3996	1923	2381	2268	2196
YKL169C	11	130685	131068	-	384	29	65	30	86	67	60
YKL168C	11	131288	133462	-	2175	1580	4983	1395	3719	3948	2892
YKL167C	11	133721	134134	-	414	2936	4452	1742	3460	2655	3027
YKL166C	11	134509	135705	-	1197	7774	3284	6767	3042	6692	2472
YKL165C-A	11	135790	136023	-	234	1530	646	1402	715	932	592
YKL165C	11	137932	140691	-	2760	1677	3620	2256	3154	4037	1865
YKL164C	11	141794	142819	-	1026	2294	8817	3955	5557	17409	4396
YKL163W	11	144401	145378	+	978	1214	4756	2353	3632	5450	3747
YKL162C-A	11	145922	146074	-	153	230	186	138	236	230	253
YKL162C	11	147630	148838	-	1209	1330	3021	1066	2080	2136	1654
YKL161C	11	149386	150687	-	1302	1036	2373	1438	1889	2525	1589
YKL160W	11	153269	153706	+	438	17701	21955	14819	17824	21876	15899
YKL159C	11	153816	154451	-	636	173	528	380	422	732	464
YKL157W	11	154991	158232	+	3242	13451	37070	18651	23816	28790	17633
YKL156W	11	158613	159212	+	600	38639	25179	42861	29692	47113	29506
YKL156C-A	11	158975	159091	-	117	35	27	62	36	23	27
YKL155C	11	159456	161342	-	1887	5117	7272	5924	6043	8558	4693
YKL154W	11	161601	162335	+	735	3613	3159	3600	3069	3808	2322
YKL153W	11	163600	164109	+	510	92	168	106	213	117	265
YKL152C	11	163642	164385	-	744	58559	149200	98027	138668	157722	115352
YKL151C	11	164917	165930	-	1014	7431	21393	4929	18610	9434	13966
YKL150W	11	166400	167452	+	1053	30080	85657	25409	64485	41568	50680
YKL149C	11	167612	168829	-	1218	1630	7279	2619	3661	5342	3890
YKL148C	11	169207	171129	-	1923	4860	18783	7698	10917	30325	9403
YKL147C	11	171551	172168	-	618	27	40	18	26	22	16
YKL146W	11	171783	173861	+	2079	17140	17782	10371	9367	12644	7724
YKL145W	11	174213	175616	+	1404	20077	32462	17648	20009	24964	16433
YKL145W-A	11	174958	175050	+	93	0	0	0	0	0	0
YKL144C	11	175843	176481	-	639	5767	1997	4876	2175	4610	2202
YKL143W	11	176781	178172	+	1392	24293	2926	19192	4677	16825	4055
YKL142W	11	178515	179174	+	660	3309	13696	3766	13108	7074	12577
YKL141W	11	179667	180263	+	597	24130	29342	15720	23477	26614	19350
YKL140W	11	180779	182425	+	1647	2092	4210	1624	2682	2502	1888
YKL139W	11	182958	184544	+	1587	2982	3417	3687	3050	5094	2879
YKL138C-A	11	184803	185012	-	210	5477	6497	4600	6052	5447	4865
YKL138C	11	185286	185681	-	396	2631	5848	2728	4595	2946	3641
YKL137W	11	185957	186292	+	336	2895	4272	1658	4077	2362	2980
YKL136W	11	186416	186814	+	399	711	1071	449	905	549	600
YKL135C	11	186460	188640	-	2181	9483	8290	6673	5928	8120	5213
YKL134C	11	189124	191442	-	2319	4186	4170	3351	3535	4382	2962
YKL133C	11	191679	193070	-	1392	3427	4035	1407	2901	2679	2716
YKL132C	11	193574	194866	-	1293	1479	1078	1618	1406	1762	1166
YKL131W	11	194478	194999	+	522	21	12	12	21	20	24
YKL130C	11	195288	196028	-	741	2724	2654	2050	2063	2496	1958
YKL129C	11	196349	200167	-	3819	4651	8041	3546	4764	14387	4110
YKL128C	11	200884	201771	-	888	3202	1333	3431	1940	3589	1370
YKL127W	11	203541	205253	+	1713	323	1396	731	1555	1422	1223
YKL126W	11	205707	207749	+	2043	11759	12834	6009	8329	9035	6636
YKL125W	11	208247	210130	+	1884	7003	5759	9478	7251	8459	6200
YKL124W	11	210593	212332	+	1740	4506	7269	3807	4164	4585	3498
YKL123W	11	212043	212423	+	381	80	254	84	169	74	120
YKL122C	11	212495	212998	-	504	15447	13905	11023	8819	12456	7307
YKL121W	11	214142	216700	+	2559	2476	6398	2359	4509	4697	3411
YKL120W	11	217344	218318	+	975	11548	5782	23111	11094	18555	9878
YKL119C	11	218570	219217	-	648	1807	1936	1321	1711	2084	1516
YKL118W	11	219126	219437	+	312	155	92	154	145	157	148
YKL117W	11	220324	220974	+	651	17202	50921	22770	36785	33192	32129
YKL116C	11	221344	222900	-	1557	511	1167	926	1037	2373	1012
YKL115C	11	222893	223285	-	393	113	190	176	186	176	137
YKL114C	11	223352	224455	-	1104	6247	4471	5543	3812	7439	3129
YKL113C	11	224727	225875	-	1149	10110	6486	5973	6379	11735	4394
YKL112W	11	226570	228765	+	2196	5859	11091	6474	6658	13961	6202
YKL111C	11	228464	228799	-	336	92	54	193	134	165	114
YKL110C	11	228939	229880	-	942	3868	1703	7201	4089	7323	3675
YKL109W	11	232227	233891	+	1665	4724	4425	2916	3838	13925	3612
YKL108W	11	234426	235787	+	1362	3427	3200	2683	3667	6375	2685
YKL107W	11	236141	237070	+	930	270	2851	492	2872	1597	2421
YKL106C-A	11	237147	237266	-	120	19	37	39	55	34	54
YKL106W	11	237536	238891	+	1356	2666	3196	3459	3015	6113	3006
YKL105C	11	239185	242583	-	3399	2977	4740	1689	2720	7771	2395
YKL104C	11	243220	245373	-	2154	8980	10523	9212	9651	13683	7166
YKL104W-A	11	245032	245286	+	255	5	5	0	2	0	3
YKL103C	11	246138	247682	-	1545	2031	13797	3757	11169	7920	7917
YKL102C	11	248062	248367	-	306	108	74	67	99	186	66
YKL101W	11	248920	253476	+	4557	11250	16151	7123	13909	23874	8207
YKL100C	11	253697	255460	-	1764	2896	10288	3369	6264	5745	4964
YKL100W-A	11	254159	254248	+	90	0	1	0	3	9	2
YKL099C	11	255720	256472	-	753	10278	2234	8832	3893	8619	3426
YKL098W	11	256770	257843	+	1074	4194	3173	2689	2842	4074	2532
YKL097C	11	258503	258913	-	411	14	19	10	19	4	13
YKL096C-B	11	259073	259222	-	150	13	65	12	38	22	26
YKL096W-A	11	259253	259531	+	279	27038	274535	151016	179532	97016	220562
YKL096W	11	261132	261851	+	720	82	1865	241	980	243	1354
YKL095W	11	262277	263113	+	837	2832	2684	2509	2215	3371	1586
YKL094W	11	263349	264290	+	942	13769	17969	9685	13438	13680	10451
YKL093W	11	264789	265808	+	1020	2488	10651	3157	6800	4410	5511
YKL092C	11	266145	269459	-	3315	7209	10771	6155	7944	10702	6286
YKL091C	11	269718	270650	-	933	5641	15128	1723	11836	3493	7197
YKL090W	11	271878	273209	+	1332	1253	894	1261	1067	1380	877
YKL089W	11	273394	275043	+	1650	4413	2958	2725	3085	5036	2150
YKL088W	11	275283	276998	+	1716	15260	11936	9487	7876	12980	6069
YKL087C	11	277189	277863	-	675	5907	5402	3320	5503	4082	3613
YKL086W	11	278281	278664	+	384	241	1782	395	1986	436	1537
YKL085W	11	279123	280127	+	1005	16889	33958	12596	27271	35908	19745
YKL084W	11	280509	280859	+	351	642	1690	563	1527	1454	912
YKL083W	11	280921	281535	+	615	122	24	126	67	61	45
YKL082C	11	281025	282329	-	1305	31185	11200	29620	14701	28738	10401
YKL081W	11	282891	284455	+	1565	3734	13182	12409	13694	17578	12411
YKL080W	11	285030	286208	+	1179	3745	7842	6334	6215	11444	5738
YKL079W	11	286603	288573	+	1971	10218	7345	8410	6574	9086	5592
YKL078W	11	288845	291052	+	2208	4687	473	7388	1222	5427	1384
YKL077W	11	291453	292631	+	1179	9185	8678	7213	5817	8152	4411
YKL076C	11	292838	293221	-	384	583	412	326	365	460	310
YKL075C	11	292956	294308	-	1353	6722	4434	5016	3960	5582	3165
YKL074C	11	294610	296193	-	1584	8122	4061	5908	3749	6369	2935
YKL073W	11	296430	299075	+	2646	9781	7316	6679	4335	6823	2923
YKL072W	11	299582	301882	+	2301	1371	999	1792	759	2079	702
YKL071W	11	305114	305884	+	771	701	669	788	734	905	507
YKL070W	11	306211	306720	+	510	74	114	189	83	149	76
YKL069W	11	307285	307827	+	543	2110	4918	3082	4389	4268	4607
YKL068W-A	11	309206	309442	+	237	8067	616	30722	3648	14666	2041
YKL068W	11	310199	313078	+	2880	5277	7757	11703	6963	12883	6251
YKL067W	11	314812	315273	+	462	20258	31709	9722	34963	23968	24071
YKL066W	11	315281	315724	+	444	4860	8965	2848	10321	5893	6545
YKL065W-A	11	315954	316175	+	222	1267	10305	2453	7188	5578	10515
YKL065C	11	316437	317057	-	621	11151	19062	7345	14226	11454	11729
YKL064W	11	317764	320673	+	2910	15848	23883	12945	17277	19715	12498
YKL063C	11	321015	321518	-	504	2108	2116	2239	2283	3093	2213
YKL062W	11	323228	325120	+	1893	1424	6451	3914	5991	5699	4228
YKL061W	11	325771	326112	+	342	6788	6117	3849	4982	5478	4228
YKL060C	11	326408	327487	-	1080	257473	410236	287483	333265	439709	317601
YKL059C	11	328118	329443	-	1326	3843	3829	3065	3094	5349	2594
YKL058W	11	330166	330534	+	369	4550	4670	2924	4343	4699	3882
YKL057C	11	330856	333969	-	3114	6415	14137	8331	8933	15852	7864
YKL056C	11	334412	334915	-	504	56409	17459	34908	20824	39686	19812
YKL055C	11	335321	336157	-	837	2027	1569	2677	1458	3232	1424
YKL054C	11	336537	338753	-	2217	12969	33973	22223	22230	41678	14611
YKL053C-A	11	339182	339442	-	261	3867	5571	2187	5719	3197	4151
